Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Target gender (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
twisted-multi-strand-mesh-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000110502.png?v=1767609510,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baguette-crystal-multi-band-ring-silver,Baguette Crystal Multi-Band Ring Silver,"<p>This stunning multi-band wrap ring features alternating baguette crystal clusters and pavé crystal bands that create a dramatic layered effect. The architectural design wraps elegantly around your finger, with each tier showcasing brilliant sparkle from every angle. The combination of elongated baguette stones framed by round crystals and micro-pavé detailing adds luxurious dimension and movement.</p><p>Perfect for cocktail parties, weddings, or making a bold statement with your everyday style. The multi-band design offers a fresh take on classic cocktail rings, making it ideal for both special occasions and adding instant glamour to casual looks. Wear it solo as a statement piece or pair with delicate bands for a curated, layered look.</p><p>Designed with an adjustable open band for comfortable fit. The lightweight construction ensures wearability despite the bold appearance, while the quality finish maintains its brilliance. The alternating crystal patterns catch light beautifully, creating a dazzling effect that commands attention.</p><p>🎁 A show-stopping gift for the woman who loves bold, glamorous jewelry with architectural style.</p><h3>Features</h3><ul>
<li>Multi-band wrap design with layered tiers</li>
<li>Alternating baguette crystal clusters and pavé bands</li>
<li>Adjustable open band for flexible sizing</li>
<li>Polished silver-tone finish</li>
<li>Lightweight despite bold appearance</li>
<li>Perfect for cocktail parties &amp; special occasions</li>
</ul>",Sviwa Creation,Apparel & Accessories > Jewelry > Rings,Rings,"cocktail ring, crystal jewelry, ring, silver-tone, statement ring",TRUE,Title,Default Title,,,,,,,,,0,shopify,10,deny,manual,799,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000110522_872d77ba-a673-4276-9da6-e58baeb1005a.png?v=1767609473,1,,FALSE,Baguette Crystal Multi-Band Ring Silver - Bold Statement Ring,Stunning multi-band wrap ring with alternating baguette crystal clusters and pavé bands. Adjustable silver-tone design. Perfect for cocktail parties.,200,,adult,,,,,,,,,,,adults,,geometric,,metal; silver-plated,imitation-jewelry,,band; cocktail,,female,,kg,,,active
baguette-crystal-multi-band-ring-silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000110518_ebd0a9a9-1430-47bd-a6e0-ea11b4183a8f.png?v=1767609472,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crystal-butterfly-statement-ring,Crystal Butterfly Statement Ring,"<p>This stunning crystal butterfly ring features baguette-cut crystal wings that radiate outward in a spectacular display of sparkle. Each wing is meticulously crafted with elongated crystals arranged to mimic delicate butterfly wings, while the pavé crystal body adds brilliant dimension. Delicate wire antennae complete this whimsical design, creating a truly enchanting statement piece.</p><p>Perfect for garden parties, weddings, or adding a touch of nature-inspired glamour to your everyday style. The butterfly design symbolizes transformation and beauty, making it ideal for both special occasions and expressing your unique personality. Wear it solo as a bold statement or pair with delicate bands for a curated look.</p><p>Designed with an adjustable open band for comfortable fit. The lightweight construction ensures wearability despite the dramatic wingspan, while the quality finish maintains its brilliance. The baguette crystals catch light from every angle, creating a dazzling effect that captures the ethereal beauty of a butterfly in flight.</p><p>🎁 A magical gift for the woman who loves nature-inspired jewelry with bold, whimsical charm.</p><h3>Features</h3><ul>
<li>Butterfly design with baguette-cut crystal wings</li>
<li>Pavé crystal body with wire antennae</li>
<li>Adjustable open band for flexible sizing</li>
<li>Polished silver-tone finish</li>
<li>Lightweight despite dramatic appearance</li>
<li>Perfect for garden parties, weddings &amp; special occasions</li>
</ul>",Sviwa Creation,Apparel & Accessories > Jewelry > Rings,Rings,"butterfly, crystal jewelry, ring, silver-tone, statement ring",TRUE,Title,Default Title,,,,,,,,,0,shopify,10,deny,manual,2499,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000110515.png?v=1767609653,1,,FALSE,Crystal Butterfly Statement Ring - Baguette Crystal Wing Ring,"Stunning butterfly ring with baguette-cut crystal wings and pavé body. Adjustable silver-tone design. Perfect for weddings, parties & nature lovers.",200,,adult,,,,,,,,,,,adults,,animal; silver,,metal; silver-plated,imitation-jewelry,,,,female,,kg,,,active
crystal-butterfly-statement-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000110508.png?v=1767609653,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infinity-twist-baguette-ring,Infinity Twist Baguette Ring,"<p>This elegant infinity twist ring features baguette-cut crystals in the center framed by sparkling pavé crystal borders that create a sophisticated X-pattern. The architectural design symbolizes eternal connection and unity, with each crystal perfectly set to catch light from every angle. The polished silver finish adds cool, contemporary elegance to this refined design.</p><p>Perfect for weddings, anniversaries, or adding a touch of luxury to your everyday wardrobe. The infinity twist design offers timeless symbolism combined with modern sophistication, making it ideal for both special occasions and daily wear. Pair with delicate bands for a curated stack or wear solo as a statement piece.</p><p>Designed with a smooth band for comfortable all-day wear. The lightweight construction ensures wearability despite the bold crystal detailing, while the quality finish maintains its brilliance. The baguette crystals and pavé borders create stunning dimension and sparkle that elevates any look.</p><p>🎁 A meaningful gift for the woman who loves elegant, symbolic jewelry with timeless appeal.</p><h3>Features</h3><ul>
<li>Infinity twist design with X-pattern</li>
<li>Baguette-cut crystals with pavé borders</li>
<li>Smooth band for comfortable fit</li>
<li>Polished silver-tone finish</li>
<li>Lightweight &amp; comfortable for all-day wear</li>
<li>Perfect for weddings, anniversaries &amp; special occasions</li>
</ul>",Sviwa Creation,Apparel & Accessories > Jewelry > Rings,Rings,"bridal jewelry, crystal jewelry, infinity ring, ring, silver-tone",TRUE,Title,Default Title,,,,,,,,,0,shopify,10,deny,manual,1999,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000110525.png?v=1767609665,1,,FALSE,Infinity Twist Baguette Ring - Elegant Silver Crystal Ring,"Elegant infinity twist ring with baguette-cut crystals and pavé borders. Polished silver-tone finish. Perfect for weddings, anniversaries & special occasions.",200,,adult,,,,,,,,,,,adults,,geometric,,metal,imitation-jewelry,,band,6,female,,kg,,,active
infinity-twist-baguette-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000110524.png?v=1767609665,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baguette-crystal-spiral-wrap-ring,Baguette Crystal Spiral Wrap Ring,"<p>This stunning spiral wrap ring features alternating baguette-cut crystals and pavé crystal bands that create a dramatic layered effect. The architectural design wraps elegantly around your finger, with each tier showcasing brilliant sparkle from every angle. The combination of elongated baguette stones and micro-pavé detailing adds luxurious dimension and movement.</p><p>Perfect for cocktail parties, weddings, or making a bold statement with your everyday style. The spiral design offers a fresh take on classic cocktail rings, making it ideal for both special occasions and adding instant glamour to casual looks. Wear it solo as a statement piece or pair with delicate bands for a curated, layered look.</p><p>Designed with an adjustable open band for comfortable fit. The lightweight construction ensures wearability despite the bold appearance, while the quality finish maintains its brilliance. The alternating crystal patterns catch light beautifully, creating a dazzling effect that commands attention.</p><p>🎁 A show-stopping gift for the woman who loves bold, glamorous jewelry with architectural style.</p><h3>Features</h3><ul>
<li>Spiral wrap design with layered bands</li>
<li>Alternating baguette-cut and pavé crystals</li>
<li>Adjustable open band for flexible sizing</li>
<li>High-polish gold-tone finish</li>
<li>Lightweight despite bold appearance</li>
<li>Perfect for cocktail parties &amp; special occasions</li>
</ul>",Sviwa Creation,Apparel & Accessories > Jewelry > Rings,Rings,"cocktail ring, crystal jewelry, gold-tone, ring, statement ring",TRUE,Title,Default Title,,,,,,,,,0,shopify,10,deny,manual,799,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000109197.png?v=1767609289,1,,FALSE,Baguette Crystal Spiral Wrap Ring - Bold Gold Statement Ring,Stunning spiral wrap ring with alternating baguette and pavé crystals. Adjustable gold-tone design. Perfect for cocktail parties & special occasions.,200,,adult,,,,,,,,,,,adults,,geometric,,metal; gold-plated,imitation-jewelry,,cocktail,,female,,kg,,,active
baguette-crystal-spiral-wrap-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000109196.png?v=1767609289,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baguette-crystal-woven-statement-ring,Baguette Crystal Woven Statement Ring,"<p>This stunning statement ring features intricate woven bands adorned with baguette-cut crystals and pavé detailing that create breathtaking dimension and sparkle. The architectural design showcases multiple interlocking bands, each embellished with precision-set crystals that catch light from every angle. The polished silver finish adds cool sophistication to this show-stopping piece.</p><p>Perfect for cocktail parties, weddings, or making a bold statement with your everyday style. The woven design offers a fresh take on classic cocktail rings, making it ideal for both special occasions and adding glamour to casual looks. Pair with a little black dress for timeless elegance or wear with jeans and a blazer for elevated everyday style.</p><p>Designed with a comfortable band that sits smoothly against your finger. The quality construction ensures the crystals stay secure, while the woven bands create beautiful dimension without being too heavy. The baguette-cut crystals add linear sparkle, while the pavé accents fill every surface with brilliant shine.</p><p>🎁 A luxurious gift for the woman who loves bold, glamorous jewelry with architectural style.</p><h3>Features</h3><ul>
<li>Intricate woven band design</li>
<li>Baguette-cut crystals with pavé detailing</li>
<li>Multiple interlocking bands for dimension</li>
<li>Polished silver-tone finish</li>
<li>Comfortable fit despite bold appearance</li>
<li>Perfect statement piece for special occasions</li>
</ul>",Sviwa Creation,Apparel & Accessories > Jewelry > Rings,Rings,"cocktail ring, crystal jewelry, ring, silver-tone, statement ring",TRUE,Title,Default Title,,,,,,,,,0,shopify,10,deny,manual,2499,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000109191.png?v=1767609258,1,,FALSE,Baguette Crystal Woven Statement Ring - Luxury Silver Cocktail Ring,"Stunning woven statement ring with baguette-cut crystals and pavé detailing. Polished silver-tone finish, architectural design. Perfect for weddings & parties.",200,,adult,,,,,,,,,,,adults,,geometric,,metal; silver-plated,imitation-jewelry,,cocktail; band,,female,,kg,,,active
baguette-crystal-woven-statement-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000109192.png?v=1767609259,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rainbow-crystal-arc-ring,Rainbow Crystal Arc Ring,"<p>This stunning rainbow crystal arc ring features layered pavé rows in a mesmerizing spectrum of colors. Emerald green, hot pink, soft lavender, sparkling clear, and deep sapphire blue crystals create a vibrant rainbow effect that catches light from every angle. The architectural arc design adds bold dimension, while the high-polish gold finish brings luxurious warmth to this statement piece.</p><p>Perfect for cocktail parties, festivals, or adding a pop of color to your everyday wardrobe. The rainbow design offers joyful, eye-catching style that celebrates individuality and self-expression. Pair with simple outfits to let the ring take center stage, or stack with other rings for a curated, maximalist look.</p><p>Designed with an adjustable band for a comfortable, customizable fit. The lightweight construction ensures all-day wearability despite the bold appearance. The quality pavé crystals maintain their brilliance wear after wear, making this a lasting addition to your jewelry collection that brings instant happiness.</p><p>🎁 A vibrant gift for the woman who loves bold, colorful jewelry with playful, statement-making style.</p><h3>Features</h3><ul>
<li>Layered arc design with rainbow crystal rows</li>
<li>Emerald, pink, lavender, clear &amp; sapphire crystals</li>
<li>Adjustable band for custom fit</li>
<li>High-polish gold-tone finish</li>
<li>Lightweight &amp; comfortable for all-day wear</li>
<li>Perfect statement piece for parties &amp; festivals</li>
</ul>",Sviwa Creation,Apparel & Accessories > Jewelry > Rings,Rings,"crystal jewelry, gold-tone, rainbow, ring, statement ring",TRUE,Title,Default Title,,,,,,,,,0,shopify,10,deny,manual,1999,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000109189.png?v=1767609242,1,,FALSE,Rainbow Crystal Arc Ring - Bold Colorful Statement Ring,"Stunning rainbow crystal arc ring with layered pavé rows in emerald, pink, lavender, clear & sapphire. Adjustable gold-tone design. Bold statement piece.",200,,adult,,,,,,,,,,,adults,,geometric,,gold-plated,imitation-jewelry,,,,female,,kg,,,active
rainbow-crystal-arc-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000109188.png?v=1767609242,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunburst-crystal-charm-necklace,Sunburst & Crystal Charm Necklace,"<p>This charming necklace features alternating tiny sunburst medallions and sparkling crystal dangles that create a playful, celestial aesthetic. Each delicate sun charm is beautifully detailed with radiating rays, while the bezel-set crystals add subtle sparkle. The fine chain creates an elegant foundation for this whimsical design, perfect for layering or wearing solo.</p><p>Perfect for everyday wear or adding a touch of sunshine to special occasions. The sunburst motifs symbolize positivity and light, making this an ideal gift for someone who brightens your life. Pair with casual outfits for bohemian charm or wear with dressy looks for celestial elegance.</p><p>Designed with a delicate chain and secure lobster clasp closure. The lightweight construction ensures comfortable all-day wear, while the quality finish maintains its shine. The alternating charms add beautiful movement and dimension, creating a refined look that captures the magic of golden hour.</p><p>🎁 A cheerful gift for the woman who loves celestial jewelry with playful, nature-inspired charm.</p><h3>Features</h3><ul>
<li>Alternating sunburst medallions and crystal dangles</li>
<li>Delicate fine chain</li>
<li>Secure lobster clasp closure</li>
<li>High-polish gold-tone finish</li>
<li>Lightweight &amp; comfortable for all-day wear</li>
<li>Perfect for layering or solo styling</li>
</ul>",Sviwa Creation,Apparel & Accessories > Jewelry > Necklaces,Necklaces,"celestial, charm necklace, crystal jewelry, gold-tone, necklace",TRUE,Title,Default Title,,,,,,,,,0,shopify,10,deny,manual,1399,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000109163.png?v=1767609225,1,,FALSE,Sunburst & Crystal Charm Necklace - Delicate Gold Celestial Necklace,"Charming necklace with alternating sunburst medallions and crystal dangles. Fine gold-tone chain, lightweight design. Perfect for everyday celestial style.",196,,adult,,,,,,,,,,,adults,,geometric,,metal; gold-plated,imitation-jewelry,pendant,,,female,,kg,,,active
